data_id,subject,body,label,original_id,variant_type,generation_success,data_source
CEAS08_SYN2_RE_04865_971,Get Cheap Fake Watches Now!,"Hey there!

Want to buy fake Rolex, Omega, and other luxury watches? We have a special 25% OFF deal on our knockoff watches!

These fake watches are for people who want to look rich without spending much. 

Click here to get your cheap watch: http://fakeswatchesale.com/

Hurry up! Limited time offer!

Best,
Your Online Watch Store",1,CEAS08_REAL_M_04865,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04701_940,Urgent: Your Girlfriend Needs a Gift Now!,"Are you struggling to find the perfect gift for your girlfriend? Don't worry! We have a special offer just for you!

Click this link to get an amazing deal: http://fakeoffer.com/

Hurry, this is a limited-time offer!

Best,
Your Friend

P.S. This email was sent from a random address, so please don’t reply!",1,CEAS08_REAL_M_04701,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04505_900,You’ve Won a Prize!,"Congratulations! You have won a prize at our Fake Casino! Just click the link below to claim your winnings. 

   Click here: http://clickmeifyouwantmoney.com

   Don’t miss out on your chance to get free money! 

   Act fast!",1,CEAS08_REAL_M_04505,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01477_275,Important Offer for You!,"Hi there!

We're excited to help you take a break and think about your health. 

For a limited time only, until September 1st, you can claim a special offer!

Click this link to learn more: **traditionstreet.com** 

Best,  
Your Friend  

P.S. This is a one-time offer! Don't miss out! 

**Warning Signs:**  
- Generic greeting (""Hi there!"")  
- Urgency (""limited time only"")  
- Unclear sender identity (""Your Friend"")  
- Direct link to a website without context",1,CEAS08_REAL_M_01477,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04413_881,You have a card waiting for you!,"Hello! 

You received a card from OldPostcardShop.com. 

Click this link to view it: http://fake-link.com/card12345

Hurry! Don’t miss out!

- OldPostcardShop.com (not real)",1,CEAS08_REAL_M_04413,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_03800_760,Get Bigger Results with PowerEnlarge Now!,"Do you want to change your life? PowerEnlarge is here to help! Our product is way better than all the other ones out there. Scientists say it works 15 times better! 

Join over 300,000 men who have already made their dreams come true with PowerEnlarge. We even offer a full money-back guarantee if you don’t like it!

Don’t wait! Click here to find out more: http://fake-link.com

Best,  
The PowerEnlarge Team

(Note: This email is clearly suspicious with excessive exclamation marks, generic greetings, and a fake link.)",1,CEAS08_REAL_M_03800,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01688_322,Important News Alert from CNN!,"**IMPORTANT: CNN ALERT!**

**ALERT: 10 climbers are DEAD on K2!**

Click here to read the full story: [malicious link]

You signed up for CNN alerts! If you want to change your settings or stop these emails, click here: [malicious link]

**CNN Headquarters: One CNN Center, Atlanta, GA**

Don't miss out on this critical news! 

© 2023 CNN. All rights reserved.",1,CEAS08_REAL_M_01688,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_02769_549,URGENT: Click to Claim Your Prize!,"Congratulations! You have won a free gift! 

To claim your prize, please visit this link: [CLICK HERE]

We have information about health topics like skin care and heart health.

Don’t miss out! Act now!

Best,
The Prize Team

P.S. Reply to this email if you have questions! 

(Note: This email may contain strange words and phrases to confuse you. Be careful!)",1,CEAS08_REAL_M_02769,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_00963_169,Important CNN Update!,"**URGENT: READ NOW!**

Dear User,

You have received this email from **CNN.com** because you are a valued subscriber.

**Check out these trending stories:**

1. **Celebrity News**: Click here to see Paris Hilton's latest comments! [CLICK HERE](http://fakeurl.com/paris)
2. **Shocking Crime**: A grandma reacts to serious charges. [SEE VIDEO](http://fakeurl.com/grandma)
3. **Health Alert**: Discover the new antibiotic! [WATCH NOW](http://fakeurl.com/maggots)

**To see the full list of news, please visit**: [CNN News](http://fakeurl.com/cnn)

**WARNING**: This email may contain links that lead to important updates about your account. Do NOT ignore this!

If you want to stop receiving emails from us, please click here: [UNSUBSCRIBE](http://fakeurl.com/unsubscribe)

Thank you,
CNN Team

*Note: This email was sent to you because you opted in for updates. If this was a mistake, please ignore it.*",1,CEAS08_REAL_M_00963,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01891_369,Get Your Cheap Medicine Now!,"Hello!

Do you need medicine? Look no further! Our site has the best prices for everything you need. Fast shipping is guaranteed. Click the link below to get started!

Visit us: badlink.com

Thanks!

P.S. Don’t miss out, act quickly!",1,CEAS08_REAL_M_01891,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_02637_530,Important Update Needed!,"Dear User,

We care about your health!

Click the link below to enjoy special benefits:

[Click Here for Offers!]

Stay safe and healthy!

Best,
The Team

P.S. Don’t ignore this message or you may miss out on great deals!",1,CEAS08_REAL_M_02637,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01131_211,URGENT: Update Your Account Now!,"Dear User12345,

It’s time to take a break! We want to help you stay healthy and happy.

Click the link below to access your special offer. This is only available until September 30th!

Visit: fakewebsite.com

Hurry, don’t miss out!

Best,  
Your Health Team  
Date: 7 Aug 2008 05:58:13",1,CEAS08_REAL_M_01131,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01289_239,Buy Cheap Rolex Watches Now!,"Hello!  

Get your Rolex watches here!  

Only $70 for a fake Rolex!  

Click this link: http://fakewatches123.com/  

Hurry up before they're all gone!  

Thanks!",1,CEAS08_REAL_M_01289,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_00667_100,Important Alert from CNN!,"**Important Alert from CNN!**

You have a new alert!

**Alert:** Joker Withdrawn from Oscar Race

**Date:** Fri, 8 Aug 2008

**Read More:** Click this link to view the full story!

You signed up for these alerts from CNN.com. 

**To change your settings or stop these emails, click here!**

**Cable News Network, Atlanta, Georgia**

*This is a scam! Do not click any links!*",1,CEAS08_REAL_M_00667,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04936_987,Get Fake Watches for Christmas!,"Dear Watch Lover,

Do you want to impress your friends with a fancy watch? 

Check out our FAKE Brietling watches at FakeWatchDeals!

Don't miss out on this amazing opportunity to buy a cheap imitation watch!

Click here now: http://scamlink123.com/

Best,
The Fake Watch Team",1,CEAS08_REAL_M_04936,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04513_904,Important Update Required!,"Hello,

We need you to update your account information immediately! Click the link below to verify your details.

http://fakeurl.com

Thank you,
Augusta Sparks

**Warning Signs:**
- Generic greeting (""Hello"") instead of a personalized name.
- Urgent request for updating account information.
- Suspicious link that looks different from official websites.
- Poor grammar and punctuation.",1,CEAS08_REAL_M_04513,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04750_951,URGENT: Click Here for Your Shipment!,"Important Notice! You have a package waiting for you.

Click this link to claim it now: http://fake-link.com/your-package

This is a one-time action. Don’t miss out!",1,CEAS08_REAL_M_04750,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01785_346,Important! Action Needed!,"Hi there!

You have a package waiting for you. Click the link below to claim your FREE MEDS! 

FDA Approved! Don't miss out!

http://fakewebsite123.com

Thank you!",1,CEAS08_REAL_M_01785,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_00870_138,Important: Action Required for Your Pharmacy Account!,"Dear Customer,

We have noticed that your pharmacy account is at risk! 

Please click the link below to secure your account and continue enjoying our services:

http://fakepharmacysecure.com

Act now! You don't want to miss out on our amazing low prices!

Thank you,
Your Pharmacy Team

(Note: This email contains multiple spelling errors and a suspicious link, making it easier to detect as a phishing attempt.)",1,CEAS08_REAL_M_00870,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_03177_626,Buy Cheap Rolex Watches Now!,"Hey there! 

Want a fancy watch? We have cheap Rolexes! Our watches look super expensive but are really affordable. You can impress your friends without spending much! 

Check out our site for great deals: www.fakewatches.com

Don’t miss out on these amazing savings! 

Best,  
Watch Lovers Team",1,CEAS08_REAL_M_03177,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_02515_505,Important Health Information Inside!,"Hello!  

Do you want to be healthy? Our website has the best health products! You can find everything you need to feel better.  

Click here to visit us: **fakehealthshop.com**  

You can get your items delivered quickly!  

Don't miss out!  

Best,  
Health Team  

P.S. This message is not spam!",1,CEAS08_REAL_M_02515,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01900_372,URGENT: Get Cheap Meds Now!!!,"Hello,

You can get your medications for super low prices! 

Click here NOW: [malicious link]

Don't miss out on these amazing deals!

Best,
Cheap Meds Team",1,CEAS08_REAL_M_01900,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01089_200,Special Offer for You!,Warning: This email could be a scam! Don't click any links unless you are sure!,1,CEAS08_REAL_M_01089,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_03411_678,Important News Update!,"Hello! 

You have a new message from CNN. Check out the latest news stories and videos below:

1. **Crazy Video of a Club Party!** Click here: [Watch Now](http://www.fake-link.com)
2. **Woman's Computer is Spying!** Click here: [Watch Now](http://www.fake-link.com)
3. **Tiger Attack at Zoo!** Click here: [Watch Now](http://www.fake-link.com)
4. **Court Case Drama!** Click here: [Watch Now](http://www.fake-link.com)
5. **911 Call About a Sandwich!** Click here: [Watch Now](http://www.fake-link.com)

Clicking on the links above will take you to our site where you can find more. 

**Warning:** Please do not share your personal information or passwords when visiting these links!

Best,  
CNN Team  
**Note:** This email is not from a verified CNN source. Always check the sender's address!  

If you wish to unsubscribe, click here: [Unsubscribe](http://www.fake-link.com)",1,CEAS08_REAL_M_03411,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_02930_583,URGENT: Claim Your FREE Designer Watch Now!,"**Warning Signs:** 
- Unusual urgency (“Hurry, this offer won't last long!”)
- Poor grammar and punctuation 
- Suspicious link (pickfake.com) 
- Too good to be true offer (FREE Designer Watch)",1,CEAS08_REAL_M_02930,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04512_903,Get Bigger Now! Click Here for Secrets!,"Hi there!

Want to make your penis bigger? You can add 3 inches for sure! Lots of happy people say it works!

There’s a special herbal pill that guarantees results. You’ll get more size, pleasure, and be super hard during sex!

Don’t wait! Click the link to learn more: http://zoomhigh.com/

WARNING: This email may be a scam. Be careful clicking links!",1,CEAS08_REAL_M_04512,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_00400_59,Get Your Fake Rolex Watch Now!,"- Cheap Fake Watches for Sale!  

Buy a replica Rolex and other fake jewelry!  

All watches are water-resistant and look like the real thing!  

Click here: http://pulsedaddylux.com/  

**Warning: This email is not from an official source! Avoid scams and do not click links!**",1,CEAS08_REAL_M_00400,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01708_327,Important News from CNN!,"Dear Friend,

You have a new message from CNN! Click the link below to view the latest top stories and videos:

[Click Here for CNN News](http://fake-url.com)

Here are some of the top stories:
1. Celebrity News
2. Shocking Events
3. Health Updates
4. Political Updates
5. More News

Don't miss out on this important information!

Best,
CNN Team

**Warning:** This email is for you to click the link. If you don't, you might miss important updates!

*This email is from a source that seems like CNN. Be careful about clicking links!*",1,CEAS08_REAL_M_01708,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_00630_94,URGENT: Click Here for Cheap Meds!,"Hello,  

You can buy medications cheap at our special website! Click the link below to see our amazing offers:

http://fakepharmacy.com  

Don't miss out on saving money!  

Best,  
Your Friendly Pharmacy Team",1,CEAS08_REAL_M_00630,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01654_312,IMPORTANT: Claim Your Free Gift from Our Chemists!,"Hello!  
You have won a free gift from our online chemists store! Just click the link below to claim your prize. We have the best products for your health.  

Click here: [scamlink.com]  

Hurry! Offer ends soon!  

Thank you!  
Your Friendly Chemists Team  

P.S. This is not a scam!",1,CEAS08_REAL_M_01654,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04884_978,Get Fake Watches Now!,"Want to buy cheap fake watches? Check out our amazing deals on copies of famous brands! Click here: http://wearrain.com/

Hurry, don't miss out! 

Best,  
The Watch Team",1,CEAS08_REAL_M_04884,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01610_304,Get Bigger Now!,"Hey there!

Want to be bigger and better? Check out this amazing product that helps men grow 1-3 inches! Everyone is talking about it, and it's rated #1 by doctors. 

""I can't believe how much bigger my partner is now! It's amazing!"" - Happy Customer

Click here: http://fake-link.com/

Don't miss out! Act now! 

**Warning:** This email could be a scam! Be careful clicking on links!",1,CEAS08_REAL_M_01610,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01497_278,Important: Unlock Your Male Power Now!,"Want to be stronger and more powerful? Click here to get the secret to increased male strength and confidence! 

http://scamlink.com/

P.S. This is a once-in-a-lifetime opportunity! Don’t miss out!",1,CEAS08_REAL_M_01497,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04639_928,Get Cheap Viagra Now!,"Hey there!  
Do you want to impress your partner?  
Buy Viagra and Cialis here for super low prices!  
Our Canadian pharmacy wants to help you!

Click this link: http://scamlink.com/fakeoffer

We ship everywhere! USA, Europe, Asia, and more!",1,CEAS08_REAL_M_04639,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_03074_605,Click Now for a Perfect Life!,"Hello!

We can help you make your life amazing! Just click the link below:

http://clickhere.fakesite.com

Don't miss out! 

Best,
Your Friends at Perfect Life",1,CEAS08_REAL_M_03074,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_02216_441,URGENT: Free Naked Celebrity Videos Inside!!!,"You won’t believe what we found! Click here to watch Jennifer Aniston's exclusive video. It’s super shocking!

👉 Click this link NOW: [malicious link]

Don’t miss out!

Best,  
Your Favorite Site",1,CEAS08_REAL_M_02216,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04165_837,Get Your Fake Rolex Watch Now!,"Want a Rolex?  
Check out our cheap fake Rolex watches!  

You can't tell they are not real!  

Buy Now:  
http://fakesiteexample.com/  

Hurry, limited stock!",1,CEAS08_REAL_M_04165,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_02892_569,Important Update Needed!,"Dear Valued Customer,

We need you to confirm your account information to continue using our services. Please click the link below to verify your details:

http://fake-link-example.com/verify

Thank you for your prompt attention!

Best,
Customer Support Team

**Warning signs:**
- The subject line is vague and urgent.
- The greeting is generic and lacks personalization.
- The link is suspicious and does not match a legitimate domain.
- The email contains grammatical issues, such as missing punctuation.",1,CEAS08_REAL_M_02892,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04423_884,Get Bigger Now! Click Here!,"Hey there!

Want to be taller? You can gain 3 inches for sure! 

This really works! Click the link below:

http://scamlink.com/

Hurry up! Don't miss out!

(Note: This email looks suspicious and could be a scam. Always verify before clicking links.)",1,CEAS08_REAL_M_04423,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01356_254,Important Alert: Action Needed!,"**URGENT: Important Alert!**

You have a new alert regarding athletes from America!

**Date: Fri, 8 Aug 2008**

**CLICK HERE NOW to read the full story!**

This email is from CNN.com. If you want to change your settings or stop receiving these alerts, **CLICK HERE**.

**Warning: Do not ignore this!**

Cable News Network. 1 CNN Center, Atlanta, GA 30303  
© 2008 CNN. All Rights Reserved.",1,CEAS08_REAL_M_01356,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_02922_579,Important CNN Alert – Take Action Now!,"**URGENT: CNN ALERT!**

Your Custom Alert: **BANNED COMMERCIALS!**

Date: **08/08/2008**

**CLICK HERE to read the FULL STORY!**

You must click the link to view the shocking details!

If you do not wish to receive this important email from CNN, **CLICK HERE to UNSUBSCRIBE**.

Cable News Network. Address: One CNN Center, Atlanta, GA 30303  
© 2008 Cable News Network. All rights reserved.",1,CEAS08_REAL_M_02922,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_00190_27,IMPORTANT: Get a Bigger Dick Now!!,"Hey you! 

Want to make your penis bigger? Click this link for a special offer! 

CLICK HERE: [malicious link] 

Hurry, this deal won't last long! 

Best, 
Your Friendly Helper",1,CEAS08_REAL_M_00190,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_00223_32,Get Your Dream Girl Now!,"--
Sent from Opera Mail: http://www.opera.com/mail/",1,CEAS08_REAL_M_00223,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_03133_614,Important: Update Your Software Now!,"Hello,

We have a great offer for you! Get the latest software for your computer today!

- Maxon Cinema 4D
- Adobe Photoshop
- Microsoft Office
- AutoCAD
- And many more!

To get these amazing programs, click here: http://fake-link.com

Don't miss out on this opportunity!

Best,
Your Software Team

**Warning Signs:**
1. Generic greeting (""Hello"") instead of a personalized name.
2. Urgent tone with phrases like ""Don't miss out!""
3. Suspicious link that does not match the company’s official domain.
4. No clear sender information or company details.",1,CEAS08_REAL_M_03133,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_00073_11,Important Health Offer!,"Hello there, 

You have won a special health offer! 

To claim your prize, please visit our website right away! 

Click here: answerdry.com

Hurry, this offer ends soon!

Best,  
Health Team  
(Please do not reply to this email.)  

Date: 6 Aug 2008 11:36:04",1,CEAS08_REAL_M_00073,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01214_225,URGENT: Buy Now for Your Lover!,"Hello!

Want to impress your lover? Buy our products NOW!

Click here to see amazing offers on health items!!

Don't miss out! 

[Click this link to get your deal!](http://fake-link.com)

Best,
Your Friends at Health Shop",1,CEAS08_REAL_M_01214,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04089_818,Important: Claim Your Free Ice Cream Now!,"You have been selected to receive a FREE ice cream cone! Just click the link below to claim your prize:

http://www.fake-link.com/

Hurry, this offer is only for a limited time!

Best,  
The Ice Cream Team

---
This email is brought to you by a mysterious sender. Do not trust it!",1,CEAS08_REAL_M_04089,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01578_298,Important Update About Your Account!,"Hello,

We need you to check your account urgently! Click the link below to verify your information and ensure your account is safe.

http://scamlink.example.com/confirm-account

Thank you!  
Your Friendly Support Team",1,CEAS08_REAL_M_01578,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_00390_57,Get Cheap Medicine Now!!!,"You can buy all your medicine here at Canadian Healthcare! Our drugs are super cheap and 100% generic. Why pay more at your pharmacy?

Click this link for the best prices: http://mineintuition.com

Hurry up! Verified by VISA and CIPA (totally legit).

Stay healthy!",1,CEAS08_REAL_M_00390,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_02617_526,Important Update! Act Now!,"Are you tired of problems with your health? Many people are struggling and trying useless remedies. We have a solution! 

Try our new device, 100% safe and very effective. It will help you feel better without any side effects. 

Don’t wait too long! You might see results in just a few months. We recommend going for the 6-month plan for the best results and savings.

Act fast! Click here to learn more: http://fakeurl.com/important

Best,  
The Health Team",1,CEAS08_REAL_M_02617,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_01122_208,Special Offer on Cheap Medicines!,"You can save a lot of money on medicines at our online store! We sell drugs for much less than any pharmacy in the USA. 

Don’t miss our huge discounts! Click here: http://fakewebsite.com 

Buy now and keep it secret! Trust us, you won't regret it!",1,CEAS08_REAL_M_01122,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_03066_602,Claim Your Free Tablet Now!,"Congratulations!

You have won a special tablet! 

Click here to claim your prize!

But wait, you need to take action fast!

Reply with your personal info:  
- Full Name  
- Address  
- Credit Card Number  

Don't miss out on your chance for happiness! 

Best,  
The Tablet Team 

**WARNING: This email is a scam! Do not give out your personal information!**",1,CEAS08_REAL_M_03066,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_03491_691,Important Account Update Needed!,"We noticed unusual activity in your account. It is important to verify your information to ensure your account remains secure.

Please click the link below to confirm your details immediately:

[Click Here to Verify Your Account]

Failure to do so may result in temporary suspension of your account.

Thank you for your prompt attention to this matter!

Best,  
Customer Support Team",1,CEAS08_REAL_M_03491,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_03311_661,IMPORTANT: Your CNN Daily News Update!,"Hey there!

You have a new CNN Daily News Update! Click here to see it: [CLICK HERE!](http://fake-link-to-malicious-site.com)

Here are some headlines:
1. WOMAN LOSES COMPUTER TO HACKERS
2. ZOO ANIMAL ATTACKS TEENAGER
3. EMERGENCY LANDING AT AIRPORT
4. GORILLAS IN DANGER

Don't miss out! Click the link above to read more!

Best,
CNN Team

*This email is not from CNN. Do not trust it. Report it to your email provider.*",1,CEAS08_REAL_M_03311,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_04314_869,Important Health Products Just for You!,"Hello!

You can buy cheap medicine here! Click this link: [malicious link]

We ship everywhere in the USA and even other places! 

Need help? Just reply to this email!

Don't miss out on these amazing deals!

Best,  
Your Health Team",1,CEAS08_REAL_M_04314,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_00477_71,Urgent: Your CNN Account Needs Attention!,"Dear User,

Your CNN account requires immediate verification! Click the link below to confirm your information and avoid account suspension:

**[Verify Your Account Now!](http://fake-link.com)**

Failure to do this will result in your account being locked. Don’t miss out on important news updates!

Thank you,
CNN Support Team

*This email is not from CNN. Do not trust any links or attachments.*",1,CEAS08_REAL_M_00477,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_02753_545,Important: Get Rewards Now!,"Are you feeling down about your size? Don't worry, we have a solution for you! 

Just click this link to learn how you can change your life forever: http://clickhereforyourreward.com/

Hurry up! Great rewards are waiting for you!

(Note: This email may look suspicious. Always verify links before clicking.)",1,CEAS08_REAL_M_02753,rewrite_weak,True,batch2_rewrite_weak
CEAS08_SYN2_RE_00721_112,Important! Claim Your Free Health Products Now!,"Dear Friend,

We have special health care products just for YOU! 

Get FREE medications with FAST shipping to anywhere in the USA and the world. Our customer support is available 24 hours a day!

Don't miss out on this amazing offer!

Best, 
Your Health Care Team

**WARNING: Click here to claim your products!**",1,CEAS08_REAL_M_00721,rewrite_weak,True,batch2_rewrite_weak
