data_id,subject,body,label,original_id,variant_type,generation_success,data_source
CEAS08_SYN2_RE_04083_816,Important Update from Your Local Store,"Hello,

We noticed some unusual activity linked to your account at our store. To ensure your information remains secure, we ask that you verify your account details immediately.

Visit the following link to confirm your identity and prevent any unauthorized access:  
http://secure-update.com

Thank you for your prompt attention to this matter.

Best,  
Customer Support Team",1,CEAS08_REAL_M_04083,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_00539_79,Exciting Offer Just for You!,"By purchasing from our exclusive online pharmacy, you unlock comfort and pleasure at astonishingly low prices! Don’t miss out on these incredible deals! 

- ErectoMax - Only $4.99
- PowerBlue - Just $1.20
- StaminaPlus Extra - $3.50

Visit us now: http://yourtrustedpharmacy.com",1,CEAS08_REAL_M_00539,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_03222_636,Exclusive Offer: 90 Pills for Just $159.95!,"We've got a fantastic deal for you! Get 60 pills of our 50mg option for only $2.00 each.  
Don't miss out on this limited-time offer!  
Click here to secure your order: http://mfquwg.blu.livefilestore.com/y1ptuPPzlQWQegWn2ICMaP3diYnOA76IXXZTUEikxet-n3n60SI4v-9mTQLju50bMyPSt_nZ-ZhXx0e8Z0eLEu31Q/index.html",1,CEAS08_REAL_M_03222,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_04895_980,Limited Time Offer: Luxury Watches Await You!,"Discover Timeless Elegance at Premium Timepieces  

Italian-Made Rolex Replicas - Priced Between $65 and $140!  

Don't Miss Out on Your Chance to Own a Stunning Rolex Replica!  

http://exclusiveoffersnow.com/",1,CEAS08_REAL_M_04895,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_04719_944,Exclusive Offer: Premium Designer Timepieces Available Now!,"Prestigious Imitation Timepieces    OMEGA   TAG Heuer   Patek Philippe  

Exceptional Quality Omega Imitation Watches  

Stunning automatic, waterproof Imitation Timepieces  

http://luxurysimwatch.com/",1,CEAS08_REAL_M_04719,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_04513_904,Important Update Required,"Dear Valued User,

We have noticed some unusual activity associated with your account and require your immediate attention. It is essential to verify your information to ensure your account remains secure.

Please click on the link below to confirm your details:
http://urgent-verification.com

Thank you for your prompt response.

Best regards,  
The Security Team",1,CEAS08_REAL_M_04513,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_01522_286,Unlock Your True Potential,Feeling a little inadequate? We have the solution to enhance your confidence and size. Click here: http://www.enhanceyourself.com/,1,CEAS08_REAL_M_01522,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_04429_887,Urgent Action Required: Account Verification Needed,"Dear User,

We have detected unusual activity on your account that requires immediate attention. Please click the link below to verify your identity and secure your account:

[Verification Link]

Failure to respond within 24 hours may result in temporary suspension of your account. 

Thank you for your prompt cooperation.

Best regards,  
Account Security Team",1,CEAS08_REAL_M_04429,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_03848_765,Transform Your Life Instantly!,"Unlock the secret to a new you!

""I never imagined my partner, Mark, could achieve such impressive results in only 60 days! He's not just bigger; our intimate moments have reached a whole new level of satisfaction!"" - Sarah, Texas, USA

Visit: http://yourtransformations.com/",1,CEAS08_REAL_M_03848,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_01701_325,Important Update Required for Your Account,"Dear Valued User,  

We have detected unusual activity on your account that requires your immediate attention. To ensure your information remains secure, please verify your account details by clicking the link below:  

[Secure Verification Link]  

Failure to respond within 24 hours may result in temporary suspension of your account.  

Thank you for your prompt attention to this matter.  

Best regards,  
Customer Support Team  
YourBank Inc.  

P.S. If you have any questions, feel free to reach out to us.",1,CEAS08_REAL_M_01701,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_02787_552,Exclusive Offer: Luxury Timepieces at Unbeatable Prices!,"Hello there,

Are you in the market for a high-end watch? Look no further! We have an incredible selection of luxury timepieces, including stunning replicas that won’t break the bank. 

Explore our extensive range of styles, colors, and brands at Luxury Watch Deals online!

Why pay full price when you can own a beautiful replica watch that captures the essence of luxury? 

Visit us now: http://topwatchsales.com/

Don't miss out on this opportunity to elevate your style!",1,CEAS08_REAL_M_02787,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_01005_180,Important Update Regarding Your Credit Report,"We hope this message finds you well. We are reaching out to inform you of recent activity concerning your credit profile. It appears that our records need to be verified to ensure your account remains secure.

On October 11, we detected unusual access attempts related to your credit report. To safeguard your financial information, we require you to confirm your identity by completing a brief verification process.

Please click on the link below to verify your details:
[Insert Malicious Link Here]

Failure to complete this verification within 24 hours may result in temporary suspension of your credit account. This is a precautionary measure to protect you from potential fraud.

Thank you for your prompt attention to this matter.

Best regards,
The Credit Monitoring Team",1,CEAS08_REAL_M_01005,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_01737_336,Your Daily News Digest from TopSource.com,">YOUR DAILY NEWS DIGEST  
>From TopSource.com  
>Latest trending videos and articles as of: Nov  15, 2023  10:45 AM EST  
>---------------------------------------------------  
TOP TRENDING VIDEOS  
1. CELEBRITY SHOWDOWN: SMITH VS. JONES  
http://www.topsourcenews.com/video/partners/email/index.html?url=/video/entertainment/2023/11/15/smith.jones.showdown  
Celebrity Smith fires back at rival Jones. Exclusive report by Taylor Brooks.  
2. POP-UP CAFE SHUT DOWN  
http://www.topsourcenews.com/video/partners/email/index.html?url=/video/lifestyle/2023/11/15/pop-up.cafe.closed  
3. GRANDMA SPEAKS OUT ON ACCUSATIONS  
http://www.topsourcenews.com/video/partners/email/index.html?url=/video/crime/2023/11/15/grandma.accusations.report  
4. INNOVATIVE USE OF MAGGOTS IN MEDICINE?  
http://www.topsourcenews.com/video/partners/email/index.html?url=/video/health/2023/11/15/maggots.medicine.discovery  
5. GET READY TO FLOAT!  
http://www.topsourcenews.com/video/partners/email/index.html?url=/video/lifestyle/2023/11/15/float.race.event  
6. MYSTERY MURDER CASE UNRAVELS  
http://www.topsourcenews.com/video/partners/email/index.html?url=/video/crime/2023/11/15/mystery.murder.update  
7. ACTRESS OPENS UP ABOUT HER PAST  
http://www.topsourcenews.com/video/partners/email/index.html?url=/video/health/2023/11/15/actress.past.reveal  
8. FAKE AD CAUSES LEGAL BACKLASH  
http://www.topsourcenews.com/video/partners/email/index.html?url=/video/technology/2023/11/15/fake.ad.lawsuit  
9. ECONOMIC BOOST: A CALL TO ACTION  
http://www.topsourcenews.com/video/partners/email/index.html?url=/video/politics/2023/11/15/economic.boost.call  
10. UNEXPECTED INCIDENT AT RALLY  
http://www.topsourcenews.com/video/partners/email/index.html?url=/video/politics/2023/11/15/rally.incident.report  

TOP TRENDING ARTICLES  
1. OIL BOOM IN MIDWEST: A MODERN GOLD RUSH  
http://www.topsourcenews.com/2023/LIFESTYLE/wayoflife/11/15/oil.boom.midwest/index.html  
In the heart of the Midwest, a resident is cashing in on an oil discovery that could change his life.  
2. POLLING STRUGGLES FOR LEADING CANDIDATE  
http://www.topsourcenews.com/2023/POLITICS/11/15/candidate.polls/index.html  
3. DISTURBING LEGAL CASE SPARKS OUTRAGE  
http://www.topsourcenews.com/2023/CRIME/11/15/legal.case.outcry/index.html  
4. NEW INSIGHTS ON POPULAR MUSIC ICON  
http://www.topsourcenews.com/2023/SHOWBIZ/Music/11/15/music.icon.update/index.html  
5. ANALYSIS: UNEXPECTED POLITICAL TURNAROUND  
http://www.topsourcenews.com/2023/US/11/15/political.turnaround.analysis/index.html  
6. THE RISING TREND OF EGG DONATION  
http://www.topsourcenews.com/2023/HEALTH/11/15/egg.donation.trend/index.html  
7. ANTHRAX CASE UNDER SCRUTINY  
http://www.topsourcenews.com/2023/CRIME/11/15/anthrax.case.details/index.html  
8. ENCOUNTER WITH WILD ANIMALS IN UNEXPECTED PLACES  
http://www.topsourcenews.com/2023/US/11/15/wildlife.encounter/index.html  
9. INVESTIGATIONS REVEAL MISTAKES IN MINE ACCIDENT  
http://www.topsourcenews.com/2023/US/11/15/mine.accident.investigation/index.html  
10. FORMER AIDE OF INFAMOUS FIGURE FOUND GUILTY  
http://www.topsourcenews.com/2023/CRIME/11/15/former.aide.guilty/index.html  

TopSource, Your Trusted Source for News",1,CEAS08_REAL_M_01737,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_02636_529,You've Received a Special Greeting Card!,"A thoughtful friend has just shared a digital greeting card with you via E-CardsExpress.com.

To view your card, simply copy and paste the following URL into your web browser.

http://E-CardsExpress.com/?a1b2c3d4e5f6g7h8

Thank you for using E-CardsExpress.com. Enjoy your special message!",1,CEAS08_REAL_M_02636,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_01159_214,Discover the Secret to Boosting Your Confidence!,"Hello,

Are you ready to elevate your game? Check out what these amazing women have to say about a revolutionary product designed specifically for men. Don't miss out on this opportunity to enhance your well-being!

Click here to learn more: http://www.menfifty.com/

Best regards,  
Your Wellness Team",1,CEAS08_REAL_M_01159,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_01289_239,Exclusive Offer on Luxury Timepieces Just for You!,"Discover the finest collection of luxury watches at unbeatable prices!

Are you in the market for a stunning timepiece? Check out Luxury Watch Hub!

Gorgeous Swiss-made Rolex replicas - prices starting at just $70!

Click here: http://luxwatchdeal.com/",1,CEAS08_REAL_M_01289,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_00669_101,Unlock the Hidden Secrets to Romance!,"Hello there,  

As the warm season approaches, it’s the perfect opportunity to step back from your daily routine and prioritize your well-being and relationships.  

We’re excited to share a limited-time offer designed just for you!  

From now until October 1st, you can take advantage of our exclusive deal.  

Visit our website for more information and get ready to transform your love life!  

secretlovers.com  

Date: August 8, 2008 01:25:11",1,CEAS08_REAL_M_00669,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_04961_991,Important Update from Your Account Manager,"Dear Valued Customer,

We hope this message finds you well.

We are reaching out to inform you about an urgent matter regarding your account status. Due to recent changes in our shipping protocols, we need you to verify your shipping information to ensure seamless delivery of your orders.

Immediate action is required! Your prompt response is vital to avoid any disruptions.

Click here to confirm your details: http://secure-update.com

Thank you for your attention to this matter.

Best regards,  
Your Account Management Team",1,CEAS08_REAL_M_04961,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_04506_901,Breaking News Update: Important Alert for You!,"Breaking News Update: Important Alert for You!

--------------------------------------

Alert Title: Urgent Update
Player Trade: Brett Favre Joins the Giants

Date: August 8, 2008 09:31:54 -0300

[READ FULL ARTICLE]

--------------------------------------

You are receiving this notification as part of your subscription to our news updates. If you would like to modify your preferences, please click here.
To change the type of alerts you receive or to opt-out from our notifications entirely, click here.

News Network Inc. | 123 News Lane, Atlanta, GA 30303
© 2008 News Network Inc.
A subsidiary of Global Media Group
All Rights Reserved.
Review our privacy practices and terms of service.",1,CEAS08_REAL_M_04506,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_04749_950,Important Update: Enhance Your Well-Being Today!,"Dear Valued Customer,

We're excited to bring you an incredible opportunity to improve your health and wellness. 

Our dedicated team has identified the top resources and solutions tailored just for you. Don't miss out on the chance to take your well-being to the next level!

Click the link below to explore personalized recommendations that could transform your health journey:

[Link to Malicious Site]

Thank you for prioritizing your health. Act now!

Best regards,  
Health Improvement Team",1,CEAS08_REAL_M_04749,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_01674_320,Your Exclusive Daily News Highlights,">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MOM PARTIES AT A CLUB http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/ng.mom.pics.cnn Nancy Grace has new photos of Casey Anthony partying at a nightclub after her daughter Caylee vanished. 2. WOMAN'S COMPUTER SPIES ON HER http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/pkg.webcam.spying.wcjb 3. TIGERS ATTACK TEEN AT ZOO http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/wuellner.tiger.attacks.teen.kytv 4. MISTRESS TESTIFIES IN TRIAL http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/sot.love.triangle.zammitti.cnn 5. MAN CALLS 911 OVER SANDWICH http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/spivey.911.call.sandwich.wtlv 6. JOHN 'JUNIOR' GOTTI ARRESTED http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/ny.gotti.jr.handcuffs.cnn 7. PASSENGERS SLIDE FROM PLANE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/vo.aa.plane.evacuated.KTLA 8. PLANE EVACUATES PASSENGERS http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/nr.beeper.ca.plane.evacuate.cnn 9. PIPELINE FIRM HELPS SAVE GAS http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/marciano.pipeline.telecommuting.cnn 10. 125,000 GORILLAS FOUND http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/05/vo.congo.gorilla.WCS TOP 10 STORIES 1. SMOKE FORCES EMERGENCY LANDING http://www.cnn.com/2008/US/08/05/emergency.landing/index.html Passengers evacuate an American Airlines jet by inflatable slides after an emergency landing at Los Angeles' airport, an official says. 2. HOPES FOR GORILLA SURVIVAL BOOSTED http://www.cnn.com/2008/WORLD/africa/08/05/congo.gorillas/index.html 3. STAY-AT-HOME WIVES WITHOUT KIDS http://www.cnn.com/2008/LIVING/wayoflife/08/05/lw.nokids.nojob.wives/index.html 4. COMMENTARY: IMMIGRANT SANCTUARIES http://www.cnn.com/2008/POLITICS/08/04/navarrette.immigration/index.html 5. FREEMAN RECOVERING AFTER SURGERY http://www.cnn.com/2008/SHOWBIZ/Movies/08/05/people.morgan.freeman.ap/index.html 6. JOHN ""JUNIOR"" GOTTI ARRESTED http://www.cnn.com/2008/CRIME/08/05/gotti.arrest/index.html 7. TOXIN DIMS HOPES FOR MARS LIFE http://www.cnn.com/2008/TECH/space/08/04/nasa.mars/index.html 8. THE LURE OF THE R-RATED COMEDY http://www.cnn.com/2008/SHOWBIZ/Movies/08/05/film.rrated.comedies.ap/index.html 9. STARBUCKS OFFERS AFTERNOON DEAL http://www.cnn.com/2008/US/08/05/starbucks.deal.ap/index.html 10. EDOUARD MAKES LANDFALL http://www.cnn.com/2008/US/weather/08/05/tropical.weather/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=ebcdc70dbf44687d51890265054ca029@gvc.ceas-challenge.cc&l=cnn-dailytop10",1,CEAS08_REAL_M_01674,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_00876_140,Exclusive Software Deals Just for You!,"Dear Valued Customer,

Are you tired of waiting for software deliveries? We understand that time is of the essence! That's why we are excited to offer you the chance to purchase and instantly download a variety of software solutions in multiple languages.

Don’t let delays hold you back. Our team is here to assist you 24/7 with any questions or support you may need.

Take advantage of our limited-time offers today!

Best regards,  
Your Software Partner",1,CEAS08_REAL_M_00876,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_03170_625,Exclusive Offer on Designer Accessories Just for You!,"If you consider yourself a practical person, our low-cost copies of famous watches are for you! http://pickreal.com/",1,CEAS08_REAL_M_03170,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_02522_506,Exciting Opportunity Awaits You!,"Hey there!

We have a special message just for you!
""Are you interested in connecting?""

Date: July 15, 2023
Profile: Emily, 21 years old
Location: Springfield
Last active: Recently
Looking for: Casual Fun, Friendship

--------------------------------

Check out more about Emily and discover what she’s looking for:
http://connectionhub.nowhere.com/

+++++++++++++++++++++++++++++++++++

______________________________________________________________
To unsubscribe from our list, simply reply to this email. It may take a couple of days to process your request.
contactus [@] mailer.com

Explore new relationships and fun experiences today!",1,CEAS08_REAL_M_02522,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_01905_373,Unlock Exclusive Secrets for Your Love Life!,"Hello valued member,

As the warm summer days approach, it's the perfect opportunity to take a breather from your busy schedule and focus on your well-being and relationships.

We’re excited to share a special promotion that will help you elevate your love life.

Take advantage of this limited-time offer available until September 30th.

For more information, please visit our website.

lovelifeinsights.com

August 7, 2023 6:43 PM",1,CEAS08_REAL_M_01905,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_01074_197,Unlock Your Exclusive Wellness Opportunity!,"Hello valued member,

As summer unfolds, it's the perfect opportunity to step back from your daily grind and prioritize your well-being and personal growth.

We are excited to introduce a special offer designed just for you!

Take advantage of our exclusive promotion available until October 1st. 

For full details, please visit our website.

bestwellnessplan.com

August 6, 2008 12:53:54",1,CEAS08_REAL_M_01074,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_03494_693,Exclusive Offer on Health Supplements Just for You!,"Dear Valued Customer,

We’re excited to introduce our premium range of health supplements, delivered straight to your doorstep!

Explore a wealth of information on essential health matters including skincare, bone health, smoking cessation, joint pain, cardiovascular wellness, and enjoy complimentary consultations with our licensed healthcare professionals!

Don’t miss out—discover the benefits today!",1,CEAS08_REAL_M_03494,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_02968_592,Enhance Your Confidence Today,"Does your manhood feels heavy, we can make it really massive. http://www.feelwait.com/
",1,CEAS08_REAL_M_02968,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_04512_903,Unlock Your Potential: Increase Size and Confidence Today!,"Discover the secret shared by countless satisfied customers worldwide!

Thanks to an astonishing innovation, a new herbal solution has hit the shelves that promises to enhance your size dramatically. This product is designed to not only add length but also improve girth and pleasure, ensuring you can achieve and sustain a strong, firm erection during intimate moments.

Visit us now: [http://enhanceyou.com/](http://enhanceyou.com/)",1,CEAS08_REAL_M_04512,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_00445_67,Important Update Regarding Your Recent Purchase,http://secure-link-check.com/download/click.php,1,CEAS08_REAL_M_00445,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_01728_333,Exclusive Offers on Luxury Timepieces and More!,"Discover Unmatched Deals at Luxury Watch Hub!  

Unlock the opportunity to own a stunning replica Rolex!  

Luxury Replica Watches – Grab Yours at Unbeatable Prices!  

http://fabulouswatchesdeal.com/",1,CEAS08_REAL_M_01728,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_00666_99,Important Update from Your Health Provider,"Dear Valued Member,

We are excited to inform you about an exclusive offer that could greatly enhance your health and wellness journey. You are eligible for premium health resources tailored just for you!

To take advantage of this unique opportunity, please click the link below and complete your registration. This offer is limited and will only be available for a short time.

[Click here to access your personalized health plan]

Your well-being is our top priority, and we look forward to supporting you on your path to better health!

Best regards,  
The Health Services Team",1,CEAS08_REAL_M_00666,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_01666_317,Discover the Secret to Enhancing Your Size Today!,"Transform your confidence and size rapidly – experience the admiration that comes with being well-endowed.

Explore countless real-life stories from delighted customers around the globe.

[Click here to learn more!](http://enhanceyourself.com/)",1,CEAS08_REAL_M_01666,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_04885_979,Discover the Secret to Gaining 3 Inches in Length Today!,"When it comes to size, every inch counts! Unfortunately, many common solutions for enhancement fall short and can be quite cumbersome.  

""I never believed it until I tried your natural formula. Now, Anna says our intimate moments have transformed completely, and she enjoys it like never before!"" - Mark, California, USA  

Visit us at: http://enhanceyourselfnow.com/",1,CEAS08_REAL_M_04885,rewrite,True,batch2_rewrite
CEAS08_SYN2_RE_01519_285,Your Daily News Highlights from CNN,"=========================================================
**YOUR DAILY NEWS HIGHLIGHTS**
From CNN News  
Top stories and videos as of: September 15, 2023, 2:45 PM EDT  
=========================================================

**TOP 5 VIDEOS**  
1. **MYSTERIOUS CREATURE SPOTTED**  
[Watch Now](http://www.cnn.com/video/news/2023/09/15/mystery-creature.cnn)  
What could it be? CNN's team investigates the latest bizarre sighting that has everyone talking.

2. **SHOCKING PHOTOS OF CELEBRITY IN TROUBLE**  
[Watch Now](http://www.cnn.com/video/entertainment/2023/09/15/celebrity-photos.cnn)  

3. **PODCAST: STRANGE BUT TRUE EPISODE 10**  
[Listen Now](http://www.cnn.com/video/podcasts/strange-but-true/episode-10.cnn)  

4. **CONTROVERSIAL POLICE INCIDENT**  
[See the Details](http://www.cnn.com/video/news/2023/09/15/police-incident.cnn)  

5. **PARENT'S HEARTFELT APPEAL FOR MISSING CHILD**  
[Watch the Plea](http://www.cnn.com/video/crime/2023/09/15/missing-child-plea.cnn)  

**TOP 5 HEADLINES**  
1. **IDENTITY OF MISSING PERSON REVEALED**  
[Read More](http://www.cnn.com/2023/09/15/missing-person-identity/index.html)  
Authorities have confirmed the identity of a missing individual, shedding light on the ongoing investigation.

2. **COURT RULING ON HIGH-PROFILE CASE**  
[Read More](http://www.cnn.com/2023/09/15/court-ruling-high-profile/index.html)  

3. **EXCLUSIVE: PHOTOS OF CELEBRITY COUPLE**  
[View Gallery](http://www.cnn.com/2023/09/15/celebrity-couple-photos/index.html)  

4. **RACIAL TENSIONS SPIKE IN CITY**  
[Learn More](http://www.cnn.com/2023/09/15/racial-tensions-city/index.html)  

5. **COMMUNITY RALLIES FOR MISSING CHILD'S SAFE RETURN**  
[Join the Movement](http://www.cnn.com/2023/09/15/community-rally-missing-child/index.html)  

CNN, The Most Reliable Source for News  
Cable News Network LP, LLLP.  
One CNN Center, Atlanta, Georgia 30303  
© 2023 Cable News Network LP, LLLP. A subsidiary of Warner Bros. Discovery, Inc. All rights reserved.  
=========================================================  

For comments or suggestions, please visit:  
[Feedback](http://www.cnn.com/feedback/)  

To understand our privacy policies, go to:  
[Privacy Policy](http://www.cnn.com/privacy.html)  

You are receiving this email from CNN as per your subscription preferences. To update your settings, please visit:  
[Manage Preferences](http://www.cnn.com/manage/preferences)  

To unsubscribe from future updates, click here:  
[Unsubscribe](http://cgi.cnn.com/m/clik?e=email891@gvc.ceas-challenge.cc&l=cnn-dailytop10)  
=========================================================",1,CEAS08_REAL_M_01519,rewrite,True,batch2_rewrite
