unique_id,original_id,layer,prompt_variant,seed_index,subject,body,text,label,sender,receiver,date,urls,generation_date,original_subject,original_body
synth_outer_002_rewrite_strong,train_real_mal_outer_002300,outer,rewrite_strong,2,Your Personalized CNN Sports Update – Exclusive NBA Highlights Inside,"Dear [Recipient’s Name],

As part of your customized CNN Sports alerts, we are excited to bring you the latest exclusive NBA video content curated just for you.

**Alert Name:** Personalized NBA Highlights  
**Date:** Friday, August 8, 2008 | 09:38 AM GMT+2

Our editorial team has handpicked special all-star NBA video segments designed to keep you at the forefront of the season’s most thrilling moments. Access the full collection and enjoy real-time insights delivered directly to your inbox.

[View Full NBA Video Compilation]

---

You’re receiving this email because you subscribed to CNN.com’s personalized alert service. To review or update your alert preferences, including frequency and topics of interest, please visit your [Alert Settings](#).

If you wish to unsubscribe from all custom alerts, you may do so at any time via your [Subscription Management](#) page.

Thank you for choosing CNN as your trusted source for sports news.

Best regards,  
CNN Alerts Team  
Cable News Network  
One CNN Center, Atlanta, Georgia 30303  
© 2008 Cable News Network, a division of WarnerMedia. All Rights Reserved.

[Privacy Policy](#) | [Terms of Use](#)  

---

*This message was sent to [recipient’s email address] in accordance with your preferences. If you believe you received this email in error, please contact our support team.*

---

**Note:** Please ensure you access all CNN content through official channels and verify links carefully to protect your personal information.","Your Personalized CNN Sports Update – Exclusive NBA Highlights Inside Dear [Recipient’s Name],

As part of your customized CNN Sports alerts, we are excited to bring you the latest exclusive NBA video content curated just for you.

**Alert Name:** Personalized NBA Highlights  
**Date:** Friday, August 8, 2008 | 09:38 AM GMT+2

Our editorial team has handpicked special all-star NBA video segments designed to keep you at the forefront of the season’s most thrilling moments. Access the full collection and enjoy real-time insights delivered directly to your inbox.

[View Full NBA Video Compilation]

---

You’re receiving this email because you subscribed to CNN.com’s personalized alert service. To review or update your alert preferences, including frequency and topics of interest, please visit your [Alert Settings](#).

If you wish to unsubscribe from all custom alerts, you may do so at any time via your [Subscription Management](#) page.

Thank you for choosing CNN as your trusted source for sports news.

Best regards,  
CNN Alerts Team  
Cable News Network  
One CNN Center, Atlanta, Georgia 30303  
© 2008 Cable News Network, a division of WarnerMedia. All Rights Reserved.

[Privacy Policy](#) | [Terms of Use](#)  

---

*This message was sent to [recipient’s email address] in accordance with your preferences. If you believe you received this email in error, please contact our support team.*

---

**Note:** Please ensure you access all CNN content through official channels and verify links carefully to protect your personal information.",1,synthetic_outer@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:53,CNN Alerts: My Custom Alert,"CNN Alerts: My Custom Alert






 



Alert Name: My Custom Alert
Special all star NBA videos

Fri, 8 Aug 2008 09:38:13 +0200

FULL STORY



You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings.
To manage your settings click here.
To alter your alert criteria or frequency or to unsubscribe from receiving custom email alerts, click here.


Cable News Network. One CNN Center, Atlanta, Georgia 30303
© 2008 Cable News Network.
A Time Warner Company
All Rights Reserved.
View our privacy policy and terms."
synth_outer_004_rewrite_strong,train_real_mal_outer_002442,outer,rewrite_strong,4,Re: Re:,"Sorry, but I can't assist with that request.","Re: Re: Sorry, but I can't assist with that request.",1,synthetic_outer@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:54,Re:,"Of all forms of caution, caution in love is the most fatal. http://boiv.motivationball.com"
synth_outer_004_rewrite_weak,train_real_mal_outer_002442,outer,rewrite_weak,4,Important message for you!,"Hello,
Please be careful! Check this link right now: http://boiv.motivationball.com
Warning: This link might be dangerous or a scam. Do NOT click it if you do not trust the sender!
Stay safe.","Important message for you! Hello,
Please be careful! Check this link right now: http://boiv.motivationball.com
Warning: This link might be dangerous or a scam. Do NOT click it if you do not trust the sender!
Stay safe.",1,synthetic_outer@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:54,Re:,"Of all forms of caution, caution in love is the most fatal. http://boiv.motivationball.com"
synth_outer_003_rewrite_strong,train_real_mal_outer_004166,outer,rewrite_strong,3,Exclusive Invitation: Limited-Time Access to Premium Timepieces Collection,"Dear Valued Client,

We are pleased to offer you an exclusive opportunity to explore our curated selection of meticulously crafted luxury timepieces, featuring designs inspired by renowned brands such as Cartier and Patek Philippe. Our collection combines exceptional craftsmanship with unparalleled attention to detail, providing you with premium quality watches at accessible prices.

Discover the latest arrivals and enjoy secure, discreet purchasing through our dedicated online portal designed to ensure your privacy and satisfaction.

Explore our collection here: [Secure Link]

Should you have any inquiries or require personalized assistance, our customer care team is available to support you.

Thank you for choosing us for your horological interests.

Best regards,  
Replica Classics Client Services Team","Exclusive Invitation: Limited-Time Access to Premium Timepieces Collection Dear Valued Client,

We are pleased to offer you an exclusive opportunity to explore our curated selection of meticulously crafted luxury timepieces, featuring designs inspired by renowned brands such as Cartier and Patek Philippe. Our collection combines exceptional craftsmanship with unparalleled attention to detail, providing you with premium quality watches at accessible prices.

Discover the latest arrivals and enjoy secure, discreet purchasing through our dedicated online portal designed to ensure your privacy and satisfaction.

Explore our collection here: [Secure Link]

Should you have any inquiries or require personalized assistance, our customer care team is available to support you.

Thank you for choosing us for your horological interests.

Best regards,  
Replica Classics Client Services Team",1,synthetic_outer@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:54,First-class replica watches at Replica Classics,"Delightsome Cartier watches at Replica Classics 

Most reliable replica from Patek Philippe ...   

Trendy replica watches Famous brands, top quality  

http://navesbaconzek.com/"
synth_outer_005_rewrite,train_real_mal_outer_004321,outer,rewrite,5,A Simple Act That Heals All,Compassion has the power to heal everyone involved—the giver and the receiver alike. Discover more here: http://jsp.winforgiveness.com,A Simple Act That Heals All Compassion has the power to heal everyone involved—the giver and the receiver alike. Discover more here: http://jsp.winforgiveness.com,1,synthetic_outer@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:55,Re:,Love cures people -- both the ones who give it and the ones who receive it. http://jsp.winforgiveness.com
synth_outer_004_rewrite,train_real_mal_outer_002442,outer,rewrite,4,Important Notice:,"When it comes to matters of the heart, being too careful can lead to the greatest harm. Please review the details here: http://secure.motivationhub.net","Important Notice: When it comes to matters of the heart, being too careful can lead to the greatest harm. Please review the details here: http://secure.motivationhub.net",1,synthetic_outer@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:55,Re:,"Of all forms of caution, caution in love is the most fatal. http://boiv.motivationball.com"
synth_outer_005_rewrite_strong,train_real_mal_outer_004321,outer,rewrite_strong,5,Thought you might find this insightful,"Dear [Recipient's Name],

I hope this message finds you well. I recently came across a thoughtful article that beautifully explores the transformative power of compassion and human connection—not just for those who receive it, but equally for those who extend it. It reminded me of some of our earlier conversations, and I thought it might resonate with you as well.

If you have a moment, you might find this reflective piece worth a read: http://jsp.winforgiveness.com

Wishing you a wonderful day ahead.

Best regards,  
[Sender’s Name]","Thought you might find this insightful Dear [Recipient's Name],

I hope this message finds you well. I recently came across a thoughtful article that beautifully explores the transformative power of compassion and human connection—not just for those who receive it, but equally for those who extend it. It reminded me of some of our earlier conversations, and I thought it might resonate with you as well.

If you have a moment, you might find this reflective piece worth a read: http://jsp.winforgiveness.com

Wishing you a wonderful day ahead.

Best regards,  
[Sender’s Name]",1,synthetic_outer@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:55,Re:,Love cures people -- both the ones who give it and the ones who receive it. http://jsp.winforgiveness.com
synth_outer_005_rewrite_weak,train_real_mal_outer_004321,outer,rewrite_weak,5,URGENT! Click Now!!!,"Hello,
You need to click this link right now! It will fix everything for you.
http://jsp.winforgiveness.com
Do not ignore this message!
Thanks.","URGENT! Click Now!!! Hello,
You need to click this link right now! It will fix everything for you.
http://jsp.winforgiveness.com
Do not ignore this message!
Thanks.",1,synthetic_outer@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:56,Re:,Love cures people -- both the ones who give it and the ones who receive it. http://jsp.winforgiveness.com
synth_outer_006_rewrite_strong,train_real_mal_outer_001387,outer,rewrite_strong,6,Enhance Your Personal Well-being with Our Discreet Solution,"Dear [Recipient’s Name],

I hope this message finds you well. We are excited to introduce a cutting-edge, non-invasive device designed to help you discreetly and effectively enhance your personal wellness and confidence.

Our innovative solution is ergonomically designed for comfort and ease of use, allowing you to wear it effortlessly throughout your day or remove it as needed without any inconvenience. Users have reported noticeable improvements, with enhancements measurable up to two inches, all achieved naturally and safely.

We are committed to your satisfaction and therefore offer a comprehensive, no-questions-asked money-back guarantee. Should you find that our product does not meet your expectations, you can request a full refund—no risk involved.

Take the first step towards improving your quality of life with a solution trusted by many who value privacy and results.

For more information and to place an order, please visit our secure website here: [link]

Warm regards,  
[Your Company Name] Customer Care Team

---

*Please note: This email and its contents are confidential and intended solely for the recipient.*","Enhance Your Personal Well-being with Our Discreet Solution Dear [Recipient’s Name],

I hope this message finds you well. We are excited to introduce a cutting-edge, non-invasive device designed to help you discreetly and effectively enhance your personal wellness and confidence.

Our innovative solution is ergonomically designed for comfort and ease of use, allowing you to wear it effortlessly throughout your day or remove it as needed without any inconvenience. Users have reported noticeable improvements, with enhancements measurable up to two inches, all achieved naturally and safely.

We are committed to your satisfaction and therefore offer a comprehensive, no-questions-asked money-back guarantee. Should you find that our product does not meet your expectations, you can request a full refund—no risk involved.

Take the first step towards improving your quality of life with a solution trusted by many who value privacy and results.

For more information and to place an order, please visit our secure website here: [link]

Warm regards,  
[Your Company Name] Customer Care Team

---

*Please note: This email and its contents are confidential and intended solely for the recipient.*",1,synthetic_outer@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:58,Extend your possibilities in your private life idu helo saktez,"Use sa sh fe and eff pu ective Po cp we woq rEn fi lar vu ge device to en kch lar hw ge your p sqi en ouu is. The device is very dis yt creet and convenient. It can be easily worn and taken off. You can achieve p fa en fx is e los nlar clo gement up to 2 in kre ch vsb es. Abs rv olu bwr tely ama ftb zing resu pa lts without any side ef bf fects!We offer a FU eiu LL MO jhe NEY BA sr CK GU fiu ARA ig NTEE if you are not completely satisfied with the re ck su sd lts of Po nf we gf rEn op lar vl ge, You have nothing to lose, just a lot to gain!Make la cw rge p dpu en fjy is your recipe for success.Click here!!! ... http://wqgx.leadmake.com/?htpqew"
synth_outer_007_rewrite,train_real_mal_outer_000394,outer,rewrite,7,Achieve Greatness with Proven Growth Solutions – Surpass the Competition!,"When selecting your optimal growth strategy, it’s important to be cautious—many popular methods are either ineffective or potentially risky. Numerous advertisements mislead with false claims, lack of scientific basis, or deceptive tactics. Choose our trusted Growth Accelerator Program to reach your goals safely and with medically approved techniques.
Place your order with us today, and your Growth Solution will be delivered promptly and discreetly, ensuring complete confidentiality. Our premium quality products are manufactured to the highest standards to guarantee effectiveness.
Make the smart choice for success. Click here now to get started!
http://j.standmill.com/?ewm","Achieve Greatness with Proven Growth Solutions – Surpass the Competition! When selecting your optimal growth strategy, it’s important to be cautious—many popular methods are either ineffective or potentially risky. Numerous advertisements mislead with false claims, lack of scientific basis, or deceptive tactics. Choose our trusted Growth Accelerator Program to reach your goals safely and with medically approved techniques.
Place your order with us today, and your Growth Solution will be delivered promptly and discreetly, ensuring complete confidentiality. Our premium quality products are manufactured to the highest standards to guarantee effectiveness.
Make the smart choice for success. Click here now to get started!
http://j.standmill.com/?ewm",1,synthetic_outer@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:58,Negroes admire with the of the size - we will surpass them! x zj e,"Choosing your p wb eni qb s enl lr arge goq ment method you should remember that some widely advertised met et hods are either ineffective or dange kcw rous. Some advertisements are based on lies, lack of m sg edi wsh cal knowledge or are just frauds. Choose Po xs we bfy rEn kmo lar mr ge pe kck ni wu s enl gw arge pap ment device to achieve pe ktk ni rp s si pbu ze you dream of in a safe and m psq edic vm ally approved way.Or cd der with us and Po aow we utw rEn fax lar hv ge will be delivered promptly without delays. Strict con akf fident sc iality is g qdf uara djr nteed. Po kpw we wbz rEn rm lar jll ge is the high qu zi ali mr ty pro kz du tt ct.Make la bg rge p am en ch is your recipe for success.Click here!!! ... http://j.standmill.com/?ewm"
synth_outer_006_rewrite,train_real_mal_outer_001387,outer,rewrite,6,Unlock New Dimensions in Your Personal Life Today,"Discover the power of our innovative personal enhancement device designed to discreetly and effectively boost your confidence and performance. This lightweight, easy-to-use gadget can be worn comfortably and removed anytime, offering noticeable improvements up to 2 inches in size without any discomfort or adverse effects. Experience truly remarkable results that blend convenience and privacy seamlessly.
We stand behind our product with a full money-back guarantee—if you’re not completely satisfied with the outcome, you get your investment back, no questions asked. There’s nothing to lose and everything to gain.
Start transforming your life now. Click the link below to learn more and take the first step toward your success:
http://wqgx.leadmake.com/?htpqew","Unlock New Dimensions in Your Personal Life Today Discover the power of our innovative personal enhancement device designed to discreetly and effectively boost your confidence and performance. This lightweight, easy-to-use gadget can be worn comfortably and removed anytime, offering noticeable improvements up to 2 inches in size without any discomfort or adverse effects. Experience truly remarkable results that blend convenience and privacy seamlessly.
We stand behind our product with a full money-back guarantee—if you’re not completely satisfied with the outcome, you get your investment back, no questions asked. There’s nothing to lose and everything to gain.
Start transforming your life now. Click the link below to learn more and take the first step toward your success:
http://wqgx.leadmake.com/?htpqew",1,synthetic_outer@phishing.com,target@company.com,2025-07-24,0,2025-07-24 15:45:58,Extend your possibilities in your private life idu helo saktez,"Use sa sh fe and eff pu ective Po cp we woq rEn fi lar vu ge device to en kch lar hw ge your p sqi en ouu is. The device is very dis yt creet and convenient. It can be easily worn and taken off. You can achieve p fa en fx is e los nlar clo gement up to 2 in kre ch vsb es. Abs rv olu bwr tely ama ftb zing resu pa lts without any side ef bf fects!We offer a FU eiu LL MO jhe NEY BA sr CK GU fiu ARA ig NTEE if you are not completely satisfied with the re ck su sd lts of Po nf we gf rEn op lar vl ge, You have nothing to lose, just a lot to gain!Make la cw rge p dpu en fjy is your recipe for success.Click here!!! ... http://wqgx.leadmake.com/?htpqew"
